접수년도,자치구코드,자치구명,법정동코드,법정동명,지번구분코드,지번구분,본번,부번,층,계약일,전월세구분,임대면적,보증금(만원),임대료(만원),건물명,건축년도,건물용도,계약기간,신규계약구분,갱신청구권사용,종전보증금,종전임대료
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,14.0,20251210,월세,29.53,3345,34,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,11.0,20251210,월세,29.53,1908,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,7.0,20251210,월세,29.53,100,23,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,9.0,20251210,월세,29.53,1971,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,10.0,20251210,월세,29.53,1908,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,3.0,20251210,월세,29.53,1854,19,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,16.0,20251210,월세,29.53,3345,34,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,8.0,20251210,월세,29.53,3120,32,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,6.0,20251210,월세,29.53,200,38,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,16.0,20251210,월세,29.53,3180,33,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,15.0,20251210,월세,29.53,2007,21,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,14.0,20251210,월세,29.53,200,39,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10700.0,청량리동,1.0,대지,235.0,6.0,9.0,20251210,월세,21.2,1000,105,힐스테이트 청량리역,2023.0,오피스텔,26.01~27.02,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,103.0,495.0,5.0,20251209,월세,20.04,1000,55,(103-495),2009.0,연립다세대,26.02~27.02,신규,,,
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,266.0,157.0,4.0,20251209,월세,55.11,15000,90,(266-157),2006.0,연립다세대,26.02~28.02,신규,,,
2025,11230.0,동대문구,10900.0,휘경동,1.0,대지,330.0,0.0,9.0,20251209,월세,32.41,500,50,(330),1999.0,오피스텔,25.12~26.12,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,341.0,3.0,5.0,20251209,월세,14.12,500,39,(341-3),2013.0,연립다세대,25.12~27.12,갱신,,500.0,37.0
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,226.0,25.0,4.0,20251209,월세,15.51,1000,44,homeN,2012.0,연립다세대,26.02~27.01,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,100.0,1.0,15.0,20251209,월세,18.52,14550,10,다스하우스,2018.0,연립다세대,26.01~28.01,갱신,,14300.0,10.0
2025,11290.0,성북구,11700.0,동선동2가,1.0,대지,181.0,0.0,4.0,20251209,월세,25.31,3000,50,다우,2000.0,연립다세대,26.01~28.01,신규,,,
2025,11290.0,성북구,11600.0,동선동1가,1.0,대지,124.0,0.0,3.0,20251209,월세,28.7,3700,105,더프라임,2020.0,오피스텔,26.01~28.01,신규,,,
2025,11290.0,성북구,10700.0,동소문동4가,1.0,대지,233.0,0.0,4.0,20251209,월세,61.82,1000,61,동인주택,2002.0,연립다세대,25.12~27.12,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,111.0,0.0,4.0,20251209,월세,26.25,100,35,미래하이츠,2024.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,111.0,0.0,5.0,20251209,월세,26.68,100,35,미래하이츠,2024.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,111.0,0.0,5.0,20251209,월세,26.75,2862,29,미래하이츠,2024.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,11900.0,동선동4가,1.0,대지,53.0,0.0,9.0,20251209,월세,27.97,1000,87,삼선새마을금고본사 사옥,2017.0,오피스텔,26.01~27.01,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,602.0,23.0,7.0,20251209,월세,29.71,1000,155,스테이 하이 오피스텔,2024.0,오피스텔,26.02~27.02,갱신,,1000.0,145.0
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,130.0,24.0,12.0,20251209,월세,21.16,5000,65,아마르타워,2023.0,오피스텔,26.01~27.01,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,373.0,1.0,13.0,20251209,월세,18.64,500,60,양우 내안애 애플,2014.0,오피스텔,25.12~26.12,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,373.0,1.0,15.0,20251209,월세,18.64,500,65,양우 내안애 애플,2014.0,오피스텔,25.12~26.12,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,40.0,35.0,3.0,20251209,월세,23.5,10000,20,에이플러스빌,2011.0,오피스텔,26.02~28.02,신규,,,
2025,11290.0,성북구,12200.0,안암동2가,1.0,대지,139.0,31.0,2.0,20251209,월세,18.06,1000,55,우원빌,2008.0,연립다세대,26.01~27.01,갱신,,1000.0,50.0
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,364.0,6.0,18.0,20251209,월세,25.49,23000,15,위산일리온시티,2022.0,오피스텔,26.01~28.01,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,384.0,8.0,2.0,20251209,월세,27.67,20000,10,이도SPACE,2023.0,오피스텔,26.01~28.01,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,39.0,649.0,2.0,20251209,월세,12.43,8900,2,이편한빌리지,2013.0,연립다세대,25.12~27.12,갱신,,8900.0,0.0
2025,11230.0,동대문구,10100.0,신설동,1.0,대지,100.0,2.0,16.0,20251209,월세,17.56,16900,5,청광플러스원 청계Ⅱ,2021.0,오피스텔,25.12~27.12,갱신,○,17500.0,0.0
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,15.0,18.0,20251209,월세,25.3,2000,110,청량리역 우남SL타워300,2023.0,오피스텔,26.01~27.01,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,15.0,6.0,20251209,월세,39.1,5000,160,청량리역 우남SL타워300,2023.0,오피스텔,26.02~28.02,신규,,,
2025,11230.0,동대문구,10500.0,답십리동,1.0,대지,530.0,17.0,10.0,20251209,월세,29.93,23400,9,한성아펠시티,2019.0,오피스텔,25.12~27.12,갱신,,24500.0,0.0
2025,11290.0,성북구,11900.0,동선동4가,1.0,대지,127.0,0.0,3.0,20251209,월세,15.3,3400,62,휴림빌딩,2012.0,연립다세대,25.12~27.12,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,2.0,20251209,월세,29.13,2790,29,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,14.0,20251209,월세,29.13,3105,32,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,9.0,20251209,월세,29.13,1827,19,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,14.0,20251209,월세,29.13,3135,32,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,7.0,20251209,월세,29.19,3240,33,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,2.0,20251209,월세,29.19,2985,31,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,4.0,20251209,월세,29.19,200,38,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,16.0,20251209,월세,29.53,3180,33,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,5.0,20251209,월세,29.53,1836,19,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,2.0,20251209,월세,29.53,200,37,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,10.0,20251209,월세,29.53,3345,34,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,5.0,20251209,월세,29.53,900,22,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,14.0,20251209,월세,29.53,3345,34,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,5.0,20251209,월세,29.53,3060,32,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,2.0,20251209,월세,29.53,3030,31,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,9.0,20251209,월세,29.53,100,24,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,4.0,20251209,월세,29.53,1791,18,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,7.0,20251209,월세,29.53,1971,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,5.0,20251209,월세,29.53,1935,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,12.0,20251209,월세,29.53,1908,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,9.0,20251209,월세,29.53,4637,4,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,9.0,20251209,월세,29.53,1872,19,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,7.0,20251209,월세,29.53,200,40,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,16.0,20251209,월세,29.53,2007,21,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,6.0,20251209,월세,29.53,3285,34,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,3.0,20251209,월세,29.53,1755,18,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,3.0,20251209,월세,29.53,3090,32,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,16.0,20251209,월세,29.53,3345,34,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,366.0,7.0,17.0,20251209,월세,57.37,4000,200,힐스테이트 장안 센트럴,2024.0,오피스텔,26.01~28.01,신규,,,
2025,11290.0,성북구,12900.0,보문동7가,1.0,대지,134.0,4.0,3.0,20251208,월세,13.92,2000,36,(134-4),2012.0,연립다세대,25.12~26.12,신규,,,
2025,11290.0,성북구,12000.0,동선동5가,1.0,대지,172.0,3.0,1.0,20251208,월세,25.44,6000,20,(172-3),2002.0,연립다세대,26.01~28.01,신규,,,
2025,11230.0,동대문구,10900.0,휘경동,1.0,대지,308.0,35.0,5.0,20251208,월세,64.94,500,50,(308-35),2013.0,연립다세대,25.12~26.12,신규,,,
2025,11230.0,동대문구,11000.0,이문동,1.0,대지,334.0,22.0,3.0,20251208,월세,37.05,300,52,(334-22),2004.0,연립다세대,26.02~27.02,갱신,,300.0,49.0
2025,11290.0,성북구,13900.0,석관동,1.0,대지,343.0,2.0,6.0,20251208,월세,30.3,27000,15,filif,2024.0,오피스텔,25.12~26.11,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,419.0,8.0,3.0,20251208,월세,40.72,28000,10,가은빌,2016.0,연립다세대,26.01~28.01,신규,,,
2025,11290.0,성북구,13600.0,하월곡동,1.0,대지,90.0,260.0,2.0,20251208,월세,29.76,4000,90,갤럭시하월곡,2020.0,오피스텔,25.12~27.12,신규,,,
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,410.0,21.0,4.0,20251208,월세,81.43,23940,15,골든빌A,2002.0,연립다세대,25.12~27.12,갱신,○,24000.0,0.0
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,921.0,3.0,1.0,20251208,월세,45.62,1000,60,공무원,1971.0,연립다세대,25.12~27.12,신규,,,
2025,11290.0,성북구,13500.0,종암동,1.0,대지,8.0,41.0,2.0,20251208,월세,31.71,10000,30,동남하이츠빌라,1993.0,연립다세대,26.01~28.01,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,138.0,41.0,8.0,20251208,월세,26.03,1000,60,두산베어스타워,1998.0,오피스텔,26.02~27.02,신규,,,
2025,11290.0,성북구,11400.0,삼선동4가,1.0,대지,47.0,0.0,2.0,20251208,월세,12.67,1000,42,두원SN하우스,2010.0,연립다세대,26.01~28.01,신규,,,
2025,11290.0,성북구,13800.0,장위동,1.0,대지,65.0,166.0,3.0,20251208,월세,57.91,1941,42,라인빌,2018.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,111.0,0.0,5.0,20251208,월세,25.77,100,34,미래하이츠,2024.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,111.0,0.0,4.0,20251208,월세,25.77,2772,29,미래하이츠,2024.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,111.0,0.0,4.0,20251208,월세,26.59,2844,29,미래하이츠,2024.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,111.0,0.0,4.0,20251208,월세,26.68,2826,29,미래하이츠,2024.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,111.0,0.0,4.0,20251208,월세,26.68,6999,6,미래하이츠,2024.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,10900.0,동소문동6가,1.0,대지,111.0,0.0,3.0,20251208,월세,26.75,100,35,미래하이츠,2024.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,13500.0,종암동,1.0,대지,28.0,27.0,3.0,20251208,월세,34.88,100,37,미래하이츠,2023.0,연립다세대,25.12~28.02,신규,,,
2025,11290.0,성북구,11900.0,동선동4가,1.0,대지,53.0,0.0,9.0,20251208,월세,22.85,1000,75,삼선새마을금고본사 사옥,2017.0,오피스텔,26.01~27.01,신규,,,
2025,11290.0,성북구,12400.0,안암동4가,1.0,대지,29.0,2.0,5.0,20251208,월세,20.64,1000,44,서정오피스텔,2001.0,오피스텔,25.12~27.12,신규,,,
2025,11290.0,성북구,13300.0,정릉동,1.0,대지,411.0,3.0,2.0,20251208,월세,71.7,19874,35,시온아트빌,2022.0,연립다세대,26.01~27.12,갱신,,23184.0,25.0
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,138.0,62.0,2.0,20251208,월세,53.99,619,47,시온아트빌(301동302동),2018.0,연립다세대,25.12~28.03,신규,,,
2025,11230.0,동대문구,10200.0,용두동,1.0,대지,39.0,811.0,3.0,20251208,월세,18.21,3000,52,아르떼,2018.0,연립다세대,25.12~27.12,갱신,,3000.0,49.0
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,373.0,1.0,8.0,20251208,월세,18.64,500,63,양우 내안애 애플,2014.0,오피스텔,25.12~26.12,신규,,,
2025,11290.0,성북구,13800.0,장위동,1.0,대지,66.0,193.0,2.0,20251208,월세,27.46,5000,80,이지비아,2020.0,연립다세대,25.12~27.12,신규,,,
2025,11290.0,성북구,13100.0,보문동2가,1.0,대지,74.0,13.0,3.0,20251208,월세,29.85,10000,23,인성빌라,2001.0,연립다세대,26.02~28.02,갱신,,10000.0,20.0
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,431.0,7.0,5.0,20251208,월세,18.92,500,60,장안 루아르 오피스텔,2012.0,오피스텔,25.12~27.12,신규,,,
2025,11230.0,동대문구,10400.0,전농동,1.0,대지,620.0,15.0,18.0,20251208,월세,39.1,5000,189,청량리역 우남SL타워300,2023.0,오피스텔,26.01~27.01,갱신,,5000.0,180.0
2025,11230.0,동대문구,10900.0,휘경동,1.0,대지,336.0,32.0,2.0,20251208,월세,21.29,1000,74,캠퍼스드림오피스텔,2020.0,오피스텔,25.12~27.02,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,3.0,20251208,월세,23.8,100,53,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,3.0,20251208,월세,23.8,100,48,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,2.0,20251208,월세,28.2,100,54,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,3.0,20251208,월세,28.2,100,55,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,5.0,20251208,월세,30.44,100,58,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,4.0,20251208,월세,30.44,100,58,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,2.0,20251208,월세,30.44,100,58,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,4.0,20251208,월세,31.38,100,61,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,2.0,5.0,20251208,월세,31.38,100,61,트리지움A동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,5.0,20251208,월세,26.57,100,53,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,3.0,20251208,월세,26.57,100,53,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,4.0,20251208,월세,26.57,100,53,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,2.0,20251208,월세,30.44,100,57,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,5.0,20251208,월세,30.44,100,58,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,4.0,20251208,월세,30.44,100,58,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,3.0,20251208,월세,30.44,100,58,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,3.0,20251208,월세,34.33,100,65,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,5.0,20251208,월세,34.33,100,65,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,4.0,20251208,월세,34.33,100,65,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11290.0,성북구,11800.0,동선동3가,1.0,대지,236.0,3.0,2.0,20251208,월세,34.33,100,64,트리지움B동,2025.0,연립다세대,25.12~28.03,신규,,,
2025,11230.0,동대문구,10900.0,휘경동,1.0,대지,336.0,7.0,9.0,20251208,월세,18.34,1000,105,회기역 에스메이트 오피스텔,2022.0,오피스텔,25.12~26.12,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,13.0,20251208,월세,29.13,3135,32,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,7.0,20251208,월세,29.13,730,21,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,12.0,20251208,월세,29.13,100,23,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,3.0,20251208,월세,29.13,676,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,8.0,20251208,월세,29.13,1827,19,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,10.0,20251208,월세,29.13,200,38,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,6.0,20251208,월세,29.13,100,23,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,11.0,20251208,월세,29.13,1881,19,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,4.0,20251208,월세,29.13,1773,18,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,4.0,20251208,월세,29.13,100,22,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,3.0,20251208,월세,29.13,1692,17,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,7.0,20251208,월세,29.13,1827,19,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,2.0,20251208,월세,29.13,100,21,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,7.0,20251208,월세,29.13,1845,19,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,16.0,20251208,월세,29.19,100,24,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,14.0,20251208,월세,29.19,200,41,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,12.0,20251208,월세,29.19,795,23,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,6.0,20251208,월세,29.19,1944,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,15.0,20251208,월세,29.19,3315,34,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,6.0,20251208,월세,29.19,777,22,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,8.0,20251208,월세,29.19,3240,33,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,9.0,20251208,월세,29.19,1944,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,12.0,20251208,월세,29.19,1989,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,13.0,20251208,월세,29.19,100,24,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,5.0,20251208,월세,29.53,3225,33,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,3.0,20251208,월세,29.53,100,22,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,16.0,20251208,월세,29.53,100,25,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,4.0,20251208,월세,29.53,200,39,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,7.0,20251208,월세,29.53,1872,19,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,11.0,20251208,월세,29.53,2007,21,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,12.0,20251208,월세,29.53,763,22,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,15.0,20251208,월세,29.53,1908,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,16.0,20251208,월세,29.53,100,23,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,12.0,20251208,월세,29.53,1908,20,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
2025,11230.0,동대문구,10600.0,장안동,1.0,대지,337.0,5.0,9.0,20251208,월세,29.53,3120,32,희담재,2024.0,오피스텔,25.12~28.02,신규,,,
